Tool ID,In SR or is Standalone?,1st Level Code,2nd Level Code,3rd Level Code,4th Level Code,Normalised Criterion,Appraisal (A) or Reporting (R) Mode,"Original, Modified or Existing tool?",Eligibility of Parent Tool?,Web of Science Topic Label 1,Web of Science Topic Label 2,Web of Science Topic Label 3,Web of Science Topic Label 4,Web of Science Topic Label 5
Verhagen 2003,Standalone,Test System,Experimental Practice,Controlling for random error,Replicates,Reproducibility across replicates,A,Original,N/A,Food science and technology,Toxicology,,,
Verhagen 2003,Standalone,Test System,Experimental Practice,Controlling for random error,Sample size,Sufficient number and validity of test variables,A,Original,N/A,Food science and technology,Toxicology,,,
Verhagen 2003,Standalone,Test System,Experimental Practice,Nonspecific error control,Not classified,Validity of test system,A,Original,N/A,Food science and technology,Toxicology,,,
Verhagen 2003,Standalone,Test System,Experimental Practice,Nonspecific error control,Standardised practices,Adherence to Good Laboratory Practice,U,Original,N/A,Food science and technology,Toxicology,,,
Verhagen 2003,Standalone,Test System,Experimental Practice,Not classified,Not classified,Pre-study statistics,A,Original,N/A,Food science and technology,Toxicology,,,
Verhagen 2003,Standalone,Test System,Theory,Fit,External validity,Route of administration in line with human route of exposure,A,Original,N/A,Food science and technology,Toxicology,,,
Verhagen 2003,Standalone,Test System,Theory,PECO,Controls,Use of control groups,A,Original,N/A,Food science and technology,Toxicology,,,
Verhagen 2003,Standalone,Test System,Theory,PECO,Exposure or intervention,Minimum three dose levels,U,Original,N/A,Food science and technology,Toxicology,,,
Verhagen 2003,Standalone,Test System,Theory,PECO,Exposure or intervention,Dose spacing,A,Original,N/A,Food science and technology,Toxicology,,,
Verhagen 2003,Standalone,Test System,Theory,PECO,Population,Two genders if and only if sex-specific effects expected,U,Original,N/A,Food science and technology,Toxicology,,,
Verhagen 2003,Standalone,Test System,Verification,Exposure,Not classified,Test article standardised by analytical technical means,U,Original,N/A,Food science and technology,Toxicology,,,
Verhagen 2003,Standalone,Test System,Verification,Exposure,Not classified,Test article standardised by biological effects,U,Original,N/A,Food science and technology,Toxicology,,,
Vesterinen 2011,Systematic review,Analysis,Results,Not classified,Not classified,Quantification of experimental mortality,R,Original,N/A,Endocrinology and metabolism,Neurosciences,Hematology,,
Vesterinen 2011,Systematic review,Analysis,Results,Raw data,Not classified,Individual data,R,Original,N/A,Endocrinology and metabolism,Neurosciences,Hematology,,
Vesterinen 2011,Systematic review,Analysis,Results,Raw data,Not classified,Raw data,R,Original,N/A,Endocrinology and metabolism,Neurosciences,Hematology,,
Vesterinen 2011,Systematic review,Analysis,Results,Statistical methods,Not classified,Statistical methods,A,Original,N/A,Endocrinology and metabolism,Neurosciences,Hematology,,
Vesterinen 2011,Systematic review,Analysis,Results,Statistical methods,Not classified,Confidence intervals,R,Original,N/A,Endocrinology and metabolism,Neurosciences,Hematology,,
Vesterinen 2011,Systematic review,Analysis,Results,Statistical methods,Not classified,Measures of variance,R,Original,N/A,Endocrinology and metabolism,Neurosciences,Hematology,,
Vesterinen 2011,Systematic review,Analysis,Results,Statistical methods,Not classified,Standard deviation,R,Original,N/A,Endocrinology and metabolism,Neurosciences,Hematology,,
Vesterinen 2011,Systematic review,Analysis,Results,Statistical methods,Not classified,Standard error of the mean,R,Original,N/A,Endocrinology and metabolism,Neurosciences,Hematology,,
Vesterinen 2011,Systematic review,Analysis,Results,Statistical methods,Not classified,Statistical tests,R,Original,N/A,Endocrinology and metabolism,Neurosciences,Hematology,,
Vesterinen 2011,Systematic review,Analysis,Results,Visualisation methods,Not classified,Numerical values only in graphs,R,Original,N/A,Endocrinology and metabolism,Neurosciences,Hematology,,
Vesterinen 2011,Systematic review,Objective,Hypothesis,Primary hypothesis,Not classified,Primary hypothesis,R,Original,N/A,Endocrinology and metabolism,Neurosciences,Hematology,,
Vesterinen 2011,Systematic review,Objective,Not classified,Not classified,Not classified,Objectives,R,Original,N/A,Endocrinology and metabolism,Neurosciences,Hematology,,
Vesterinen 2011,Systematic review,Other,Interests,Not classified,Not classified,Declaration of interests,R,Original,N/A,Endocrinology and metabolism,Neurosciences,Hematology,,
Vesterinen 2011,Systematic review,Test System,Experimental Practice,Controlling for random error,Sample size,Power analysis,R,Original,N/A,Endocrinology and metabolism,Neurosciences,Hematology,,
Vesterinen 2011,Systematic review,Test System,Experimental Practice,Controlling for systematic error,Allocation concealment,Allocation concealment,U,Original,N/A,Endocrinology and metabolism,Neurosciences,Hematology,,
Vesterinen 2011,Systematic review,Test System,Experimental Practice,Controlling for systematic error,Blinding,Blinded outcome assessment,U,Original,N/A,Endocrinology and metabolism,Neurosciences,Hematology,,
Vesterinen 2011,Systematic review,Test System,Experimental Practice,Controlling for systematic error,Randomisation,Randomised design,U,Original,N/A,Endocrinology and metabolism,Neurosciences,Hematology,,
Vesterinen 2011,Systematic review,Test System,Theory,Methodological Information,Not classified,Choice of units of analysis,R,Original,N/A,Endocrinology and metabolism,Neurosciences,Hematology,,
Vesterinen 2011,Systematic review,Test System,Theory,Not classified,Not classified,Study design,R,Original,N/A,Endocrinology and metabolism,Neurosciences,Hematology,,
Vesterinen 2011,Systematic review,Test System,Theory,PECO,Not classified,Eligibility criteria,R,Original,N/A,Endocrinology and metabolism,Neurosciences,Hematology,,
Vesterinen 2011,Systematic review,Test System,Theory,PECO,Not classified,Inclusion criteria,R,Original,N/A,Endocrinology and metabolism,Neurosciences,Hematology,,
Vesterinen 2011,Systematic review,Test System,Theory,PECO,Controls,Use of control groups,R,Original,N/A,Endocrinology and metabolism,Neurosciences,Hematology,,
Vesterinen 2011,Systematic review,Test System,Theory,PECO,Population,Age of study subjects,R,Original,N/A,Endocrinology and metabolism,Neurosciences,Hematology,,
Vesterinen 2011,Systematic review,Test System,Theory,PECO,Population,Weight of study subjects,R,Original,N/A,Endocrinology and metabolism,Neurosciences,Hematology,,
Vesterinen 2011,Systematic review,Test System,Verification,Population,Not classified,Biological source of experimental population,R,Original,N/A,Endocrinology and metabolism,Neurosciences,Hematology,,
Vesterinen 2011,Systematic review,Test System,Verification,Population,Not classified,Supplier of experimental population,R,Original,N/A,Endocrinology and metabolism,Neurosciences,Hematology,,
Xu 2017,Systematic review,Analysis,Interpretation,Limitations,Not classified,Study limitations,U,Modified,Ineligible,Biochemistry and molecular biology,Biology,Cell Biology,,
Xu 2017,Systematic review,Analysis,Interpretation,Significance,Not classified,Explanation of results,U,Modified,Ineligible,Biochemistry and molecular biology,Biology,Cell Biology,,
Xu 2017,Systematic review,Analysis,Interpretation,Significance,Not classified,Relationship of results to current theory,U,Modified,Ineligible,Biochemistry and molecular biology,Biology,Cell Biology,,
Xu 2017,Systematic review,Analysis,Interpretation,Significance,Not classified,Relationship of results to other relevant studies,U,Modified,Ineligible,Biochemistry and molecular biology,Biology,Cell Biology,,
Xu 2017,Systematic review,Analysis,Interpretation,Significance,Not classified,Relationship of results to study objectives,U,Modified,Ineligible,Biochemistry and molecular biology,Biology,Cell Biology,,
Xu 2017,Systematic review,Analysis,Results,Not classified,Not classified,Results,U,Modified,Ineligible,Biochemistry and molecular biology,Biology,Cell Biology,,
Xu 2017,Systematic review,Analysis,Results,Statistical methods,Not classified,Statistical methods,U,Modified,Ineligible,Biochemistry and molecular biology,Biology,Cell Biology,,
Xu 2017,Systematic review,Not classified,Not classified,Not classified,Not classified,Description of methodology,U,Modified,Ineligible,Biochemistry and molecular biology,Biology,Cell Biology,,
Xu 2017,Systematic review,Not classified,Not classified,Not classified,Not classified,Title accurately describes content of article,U,Modified,Ineligible,Biochemistry and molecular biology,Biology,Cell Biology,,
Xu 2017,Systematic review,Objective,Hypothesis,Not classified,Not classified,Clear hypotheses,U,Modified,Ineligible,Biochemistry and molecular biology,Biology,Cell Biology,,
Xu 2017,Systematic review,Objective,Justification,Context,Not classified,Use of references in contextualising study,U,Modified,Ineligible,Biochemistry and molecular biology,Biology,Cell Biology,,
Xu 2017,Systematic review,Objective,Not classified,Not classified,Not classified,Clear objectives,U,Modified,Ineligible,Biochemistry and molecular biology,Biology,Cell Biology,,
Xu 2017,Systematic review,Other,Summaries,Abstract,Not classified,Abstract accurately summarises article,U,Modified,Ineligible,Biochemistry and molecular biology,Biology,Cell Biology,,
Xu 2017,Systematic review,Test System,Theory,PECO,Outcomes,Primary outcomes,U,Modified,Ineligible,Biochemistry and molecular biology,Biology,Cell Biology,,
Xu 2017,Systematic review,Test System,Theory,PECO,Outcomes,Secondary outcomes,U,Modified,Ineligible,Biochemistry and molecular biology,Biology,Cell Biology,,
Yaylali 2013,Systematic review,Analysis,Results,Complete reporting,Not classified,Description of dropouts,U,Unclear,Ineligible,Dentistry,Oral surgery and medicine,,,
Yaylali 2013,Systematic review,Analysis,Statistical methods,Not classified,Not classified,Statistical methods,A,Unclear,Ineligible,Dentistry,Oral surgery and medicine,,,
Yaylali 2013,Systematic review,Test System,Experimental Practice,Controlling for systematic error,Allocation concealment,Allocation concealed to allocator,A,Unclear,Ineligible,Dentistry,Oral surgery and medicine,,,
Yaylali 2013,Systematic review,Test System,Experimental Practice,Controlling for systematic error,Attrition,Inclusion of dropouts in the analysis,U,Unclear,Ineligible,Dentistry,Oral surgery and medicine,,,
Yaylali 2013,Systematic review,Test System,Experimental Practice,Controlling for systematic error,Blinding,Blinded outcome assessment,A,Unclear,Ineligible,Dentistry,Oral surgery and medicine,,,
Yaylali 2013,Systematic review,Test System,Experimental Practice,Controlling for systematic error,Blinding,Blinding of participants,A,Unclear,Ineligible,Dentistry,Oral surgery and medicine,,,
Yaylali 2013,Systematic review,Test System,Experimental Practice,Controlling for systematic error,Confounding,Baseline equivalence of groups,A,Unclear,Ineligible,Dentistry,Oral surgery and medicine,,,
Yaylali 2013,Systematic review,Test System,Experimental Practice,Controlling for systematic error,Not classified,Identical experimental conditions across study groups,A,Unclear,Ineligible,Dentistry,Oral surgery and medicine,,,
Yaylali 2013,Systematic review,Test System,Experimental Practice,Controlling for systematic error,Not classified,Outcome measures same for all groups,A,Unclear,Ineligible,Dentistry,Oral surgery and medicine,,,
Yaylali 2013,Systematic review,Test System,Experimental Practice,Controlling for systematic error,Randomisation,Random allocation of subjects to study groups,A,Unclear,Ineligible,Dentistry,Oral surgery and medicine,,,
Yaylali 2013,Systematic review,Test System,Experimental Practice,Nonspecific error control,Not classified,Reliable outcome measures,A,Unclear,Ineligible,Dentistry,Oral surgery and medicine,,,
Yosupov 2017,Systematic review,Analysis,Results,Complete reporting,Not classified,Selective reporting,A,Existing,Ineligible,N/A,,,,
Yosupov 2017,Systematic review,Test System,Experimental Practice,Controlling for systematic error,Allocation concealment,Allocation concealment,A,Existing,Ineligible,N/A,,,,
Yosupov 2017,Systematic review,Test System,Experimental Practice,Controlling for systematic error,Attrition,Study subject attrition rates,A,Existing,Ineligible,N/A,,,,
Yosupov 2017,Systematic review,Test System,Experimental Practice,Controlling for systematic error,Blinding,Blinded outcome assessment,A,Existing,Ineligible,N/A,,,,
Yosupov 2017,Systematic review,Test System,Experimental Practice,Controlling for systematic error,Not classified,Identical experimental conditions across study groups,A,Existing,Ineligible,N/A,,,,
Yosupov 2017,Systematic review,Test System,Experimental Practice,Controlling for systematic error,Not classified,Other sources of bias,A,Existing,Ineligible,N/A,,,,
Yosupov 2017,Systematic review,Test System,Experimental Practice,Controlling for systematic error,Randomisation,Random allocation of subjects to study groups,A,Existing,Ineligible,N/A,,,,
